feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,23,0.0046371,0,0.0961538,0.825
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,22,0.00443548,0,0.162162,0.393939
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,22,0.00443548,0,0.0851064,0.583333
has_const__AND__has_defs,has_const,has_defs,21,0.00423387,0,0.183673,0.558824
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,21,0.00423387,0,0.0754717,0.638889
has_const__AND__has_ref,has_const,has_ref,19,0.00383065,0,0.195652,0.5
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,18,0.00362903,0,0.597701,0.142857
has_allOf__AND__has_maximum,has_allOf,has_maximum,18,0.00362903,0,0.442105,0.384615
has_items__AND__has_multipleOf,has_items,has_multipleOf,18,0.00362903,0,0.419753,0.30303
has_const__AND__has_enum,has_const,has_enum,17,0.00342742,0,0.17284,0.555556
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,17,0.00342742,0,0.0930233,0.814815
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,16,0.00322581,0,0.0909091,0.793103
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,16,0.00322581,0,0.4,0.344828
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,16,0.00322581,0,0.308642,0.333333
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,16,0.00322581,0,0.308642,0.333333
has_maxProperties__AND__has_oneOf,has_maxProperties,has_oneOf,16,0.00322581,0,0.0384615,0.857143
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,16,0.00322581,0,0.0909091,0.793103
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,16,0.00322581,0,0.164835,0.407407
has_not__AND__has_patternProperties,has_not,has_patternProperties,16,0.00322581,0,0.197917,0.76
has_const__AND__has_oneOf,has_const,has_oneOf,15,0.00302419,0,0.150943,0.37037
has_const__AND__has_minItems,has_const,has_minItems,14,0.00282258,0,0.166667,0.478261
has_const__AND__has_pattern,has_const,has_pattern,12,0.00241935,0,0.202899,0.631579
has_default__AND__has_not,has_default,has_not,12,0.00241935,0,0.421053,0.47619
has_additionalProperties__AND__has_propertyNames,has_additionalProperties,has_propertyNames,11,0.00221774,0,0.224138,0.625
has_anyOf__AND__has_const,has_anyOf,has_const,11,0.00221774,0,0.169492,0.625
has_const__AND__has_patternProperties,has_const,has_patternProperties,11,0.00221774,0,0.132075,0.684211
has_enum__AND__has_propertyNames,has_enum,has_propertyNames,11,0.00221774,0,0.224138,0.625
has_exclusiveMinimum__AND__has_items,has_exclusiveMinimum,has_items,11,0.00221774,0,0.3,0.388889
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,11,0.00221774,0,0.369231,0.166667
has_minItems__AND__has_multipleOf,has_minItems,has_multipleOf,11,0.00221774,0,0.375,0.428571
has_properties__AND__has_propertyNames,has_properties,has_propertyNames,11,0.00221774,0,0.224138,0.625
has_propertyNames__AND__has_type,has_propertyNames,has_type,11,0.00221774,0,0.224138,0.625
has_allOf__AND__has_const,has_allOf,has_const,10,0.00201613,0,0.258621,0.6875
has_const__AND__has_default,has_const,has_default,10,0.00201613,0,0.26087,0.411765
has_defs__AND__has_propertyNames,has_defs,has_propertyNames,10,0.00201613,0,0.254902,0.6
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,10,0.00201613,0,0.2,0.866667
has_if_then_else__AND__has_required,has_if_then_else,has_required,10,0.00201613,0,0.2,0.866667
has_if_then_else__AND__has_type,has_if_then_else,has_type,10,0.00201613,0,0.2,0.866667
has_items__AND__has_propertyNames,has_items,has_propertyNames,10,0.00201613,0,0.254902,0.6
has_multipleOf__AND__has_pattern,has_multipleOf,has_pattern,10,0.00201613,0,0.490566,0.166667
has_propertyNames__AND__has_ref,has_propertyNames,has_ref,10,0.00201613,0,0.254902,0.6
has_additionalProperties__AND__has_if_then_else,has_additionalProperties,has_if_then_else,9,0.00181452,0,0.186047,0.928571
has_boolean_schema__AND__has_propertyNames,has_boolean_schema,has_propertyNames,9,0.00181452,0,0.25,0.538462
has_default__AND__has_maxProperties,has_default,has_maxProperties,9,0.00181452,0,0.235294,0.133333
has_defs__AND__has_if_then_else,has_defs,has_if_then_else,9,0.00181452,0,0.186047,0.928571
has_defs__AND__has_multipleOf,has_defs,has_multipleOf,9,0.00181452,0,0.478261,0.352941
has_enum__AND__has_if_then_else,has_enum,has_if_then_else,9,0.00181452,0,0.214286,0.846154
has_exclusiveMinimum__AND__has_minItems,has_exclusiveMinimum,has_minItems,9,0.00181452,0,0.32,0.5
has_multipleOf__AND__has_ref,has_multipleOf,has_ref,9,0.00181452,0,0.478261,0.352941
has_propertyNames__AND__has_required,has_propertyNames,has_required,9,0.00181452,0,0.235294,0.75
has_additionalProperties__AND__has_exclusiveMinimum,has_additionalProperties,has_exclusiveMinimum,8,0.0016129,0,0.162162,0.692308
has_anyOf__AND__has_propertyNames,has_anyOf,has_propertyNames,8,0.0016129,0,0.27907,0.6
has_const__AND__has_if_then_else,has_const,has_if_then_else,8,0.0016129,0,0.2,0.916667
has_exclusiveMinimum__AND__has_minimum,has_exclusiveMinimum,has_minimum,8,0.0016129,0,0.0857143,0.5
has_if_then_else__AND__has_items,has_if_then_else,has_items,8,0.0016129,0,0.210526,0.916667
has_maxLength__AND__has_minProperties,has_maxLength,has_minProperties,8,0.0016129,0,0.244444,0.416667
has_maxProperties__AND__has_minItems,has_maxProperties,has_minItems,8,0.0016129,0,0.116279,0.857143
has_maximum__AND__has_minProperties,has_maximum,has_minProperties,8,0.0016129,0,0.217391,0.5
has_boolean_schema__AND__has_if_then_else,has_boolean_schema,has_if_then_else,7,0.00141129,0,0.210526,0.909091
has_defs__AND__has_exclusiveMinimum,has_defs,has_exclusiveMinimum,7,0.00141129,0,0.0322581,0.75
has_enum__AND__has_exclusiveMinimum,has_enum,has_exclusiveMinimum,7,0.00141129,0,0.259259,0.615385
has_exclusiveMinimum__AND__has_ref,has_exclusiveMinimum,has_ref,7,0.00141129,0,0.0322581,0.75
has_if_then_else__AND__has_pattern,has_if_then_else,has_pattern,7,0.00141129,0,0.210526,0.909091
has_if_then_else__AND__has_ref,has_if_then_else,has_ref,7,0.00141129,0,0.216216,0.9
has_maxItems__AND__has_minProperties,has_maxItems,has_minProperties,7,0.00141129,0,0.0465116,0.9
has_multipleOf__AND__has_oneOf,has_multipleOf,has_oneOf,7,0.00141129,0,0.457143,0.454545
has_pattern__AND__has_propertyNames,has_pattern,has_propertyNames,7,0.00141129,0,0.292683,0.7
has_allOf__AND__has_exclusiveMinimum,has_allOf,has_exclusiveMinimum,6,0.00120968,0,0.222222,0.7
has_allOf__AND__has_propertyNames,has_allOf,has_propertyNames,6,0.00120968,0,0.333333,0.555556
has_anyOf__AND__has_exclusiveMinimum,has_anyOf,has_exclusiveMinimum,6,0.00120968,0,0.222222,0.7
has_const__AND__has_minProperties,has_const,has_minProperties,6,0.00120968,0,0.0526316,0.6
has_default__AND__has_multipleOf,has_default,has_multipleOf,6,0.00120968,0,0.448276,0.181818
has_maxItems__AND__has_not,has_maxItems,has_not,6,0.00120968,0,0.592593,0.454545
has_allOf__AND__has_minProperties,has_allOf,has_minProperties,5,0.00100806,0,0,0.777778
has_allOf__AND__has_multipleOf,has_allOf,has_multipleOf,5,0.00100806,0,0.724138,0.222222
has_anyOf__AND__has_if_then_else,has_anyOf,has_if_then_else,5,0.00100806,0,0.444444,0.857143
has_anyOf__AND__has_maxProperties,has_anyOf,has_maxProperties,5,0.00100806,0,0.258065,0.5
has_boolean_schema__AND__has_exclusiveMinimum,has_boolean_schema,has_exclusiveMinimum,5,0.00100806,0,0.2,0.5
has_const__AND__has_not,has_const,has_not,5,0.00100806,0,0.25,0.857143
has_default__AND__has_minProperties,has_default,has_minProperties,5,0.00100806,0,0.192308,0.6
has_exclusiveMinimum__AND__has_oneOf,has_exclusiveMinimum,has_oneOf,5,0.00100806,0,0.25,0.5
has_if_then_else__AND__has_patternProperties,has_if_then_else,has_patternProperties,5,0.00100806,0,0,1
has_maxItems__AND__has_multipleOf,has_maxItems,has_multipleOf,5,0.00100806,0,0.354839,0.5
has_maxProperties__AND__has_patternProperties,has_maxProperties,has_patternProperties,5,0.00100806,0,0.172414,0.777778
has_minProperties__AND__has_not,has_minProperties,has_not,5,0.00100806,0,0.1875,0.714286
has_multipleOf__AND__has_patternProperties,has_multipleOf,has_patternProperties,5,0.00100806,0,0.233333,0.666667
has_patternProperties__AND__has_propertyNames,has_patternProperties,has_propertyNames,5,0.00100806,0,0,1
has_allOf__AND__has_if_then_else,has_allOf,has_if_then_else,4,0.000806452,0,0.296296,0.8
has_anyOf__AND__has_multipleOf,has_anyOf,has_multipleOf,4,0.000806452,0,0.666667,0.285714
has_const__AND__has_propertyNames,has_const,has_propertyNames,4,0.000806452,0,0.32,0.8
has_default__AND__has_exclusiveMinimum,has_default,has_exclusiveMinimum,4,0.000806452,0,0,0.857143
has_default__AND__has_propertyNames,has_default,has_propertyNames,4,0.000806452,0,0.619048,0.142857
has_if_then_else__AND__has_minItems,has_if_then_else,has_minItems,4,0.000806452,0,0,1
has_minimum__AND__has_propertyNames,has_minimum,has_propertyNames,4,0.000806452,0,0.181818,0.5
has_allOf__AND__has_maxProperties,has_allOf,has_maxProperties,3,0.000604839,0,0,1
has_const__AND__has_minLength,has_const,has_minLength,3,0.000604839,0,0,0.75
has_content__AND__has_default,has_content,has_default,3,0.000604839,0,0,0
has_content__AND__has_maxLength,has_content,has_maxLength,3,0.000604839,0,0,0
has_content__AND__has_oneOf,has_content,has_oneOf,3,0.000604839,0,0,0
has_content__AND__has_properties,has_content,has_properties,3,0.000604839,0,0,0
has_content__AND__has_type,has_content,has_type,3,0.000604839,0,0,0
has_default__AND__has_if_then_else,has_default,has_if_then_else,3,0.000604839,0,0.363636,0.75
has_exclusiveMinimum__AND__has_maxItems,has_exclusiveMinimum,has_maxItems,3,0.000604839,0,0.458333,0.25
has_exclusiveMinimum__AND__has_pattern,has_exclusiveMinimum,has_pattern,3,0.000604839,0,0.25,0.2
has_if_then_else__AND__has_not,has_if_then_else,has_not,3,0.000604839,0,0.363636,0.75
has_if_then_else__AND__has_oneOf,has_if_then_else,has_oneOf,3,0.000604839,0,0,1
has_if_then_else__AND__has_propertyNames,has_if_then_else,has_propertyNames,3,0.000604839,0,0.444444,0.75
has_maxItems__AND__has_maxProperties,has_maxItems,has_maxProperties,3,0.000604839,0,0,1
has_maxLength__AND__has_maxProperties,has_maxLength,has_maxProperties,3,0.000604839,0,0.263158,0.2
has_maxProperties__AND__has_minimum,has_maxProperties,has_minimum,3,0.000604839,0,0.217391,0.5
has_minItems__AND__has_propertyNames,has_minItems,has_propertyNames,3,0.000604839,0,0.333333,0.4
has_minProperties__AND__has_multipleOf,has_minProperties,has_multipleOf,3,0.000604839,0,0.105263,0.8
has_oneOf__AND__has_propertyNames,has_oneOf,has_propertyNames,3,0.000604839,0,0,0.8
has_const__AND__has_maxItems,has_const,has_maxItems,2,0.000403226,0,0.133333,0.333333
has_const__AND__has_maxProperties,has_const,has_maxProperties,2,0.000403226,0,0,1
has_const__AND__has_multipleOf,has_const,has_multipleOf,2,0.000403226,0,0.454545,0.5
has_content__AND__has_required,has_content,has_required,2,0.000403226,0,0,0
has_exclusiveMinimum__AND__has_maxLength,has_exclusiveMinimum,has_maxLength,2,0.000403226,0,0.388889,0
has_exclusiveMinimum__AND__has_maximum,has_exclusiveMinimum,has_maximum,2,0.000403226,0,0.545455,0.5
has_if_then_else__AND__has_minLength,has_if_then_else,has_minLength,2,0.000403226,0,0,1
has_maxProperties__AND__has_maximum,has_maxProperties,has_maximum,2,0.000403226,0,0.384615,0.333333
has_maxProperties__AND__has_minLength,has_maxProperties,has_minLength,2,0.000403226,0,0.25,0.5
has_minLength__AND__has_propertyNames,has_minLength,has_propertyNames,2,0.000403226,0,0.285714,0.5
has_minProperties__AND__has_propertyNames,has_minProperties,has_propertyNames,2,0.000403226,0,0,1
has_not__AND__has_propertyNames,has_not,has_propertyNames,2,0.000403226,0,0.533333,0.5
has_additionalProperties__AND__has_contains,has_additionalProperties,has_contains,1,0.000201613,0,0,1
has_anyOf__AND__has_contains,has_anyOf,has_contains,1,0.000201613,0,0,1
has_const__AND__has_contains,has_const,has_contains,1,0.000201613,0,0,1
has_const__AND__has_exclusiveMinimum,has_const,has_exclusiveMinimum,1,0.000201613,0,0,1
has_const__AND__has_maximum,has_const,has_maximum,1,0.000201613,0,0,0
has_contains__AND__has_defs,has_contains,has_defs,1,0.000201613,0,0,1
has_contains__AND__has_enum,has_contains,has_enum,1,0.000201613,0,0,1
has_contains__AND__has_if_then_else,has_contains,has_if_then_else,1,0.000201613,0,0,1
has_contains__AND__has_items,has_contains,has_items,1,0.000201613,0,0,1
has_contains__AND__has_minItems,has_contains,has_minItems,1,0.000201613,0,0,1
has_contains__AND__has_pattern,has_contains,has_pattern,1,0.000201613,0,0,1
has_contains__AND__has_patternProperties,has_contains,has_patternProperties,1,0.000201613,0,0,1
has_contains__AND__has_properties,has_contains,has_properties,1,0.000201613,0,0,1
has_contains__AND__has_propertyNames,has_contains,has_propertyNames,1,0.000201613,0,0,1
has_contains__AND__has_ref,has_contains,has_ref,1,0.000201613,0,0,1
has_contains__AND__has_required,has_contains,has_required,1,0.000201613,0,0,1
has_contains__AND__has_type,has_contains,has_type,1,0.000201613,0,0,1
has_content__AND__has_enum,has_content,has_enum,1,0.000201613,0,0,0
has_default__AND__has_exclusiveMaximum,has_default,has_exclusiveMaximum,1,0.000201613,0,0.5,0
has_exclusiveMaximum__AND__has_maximum,has_exclusiveMaximum,has_maximum,1,0.000201613,0,0.5,0
has_exclusiveMaximum__AND__has_multipleOf,has_exclusiveMaximum,has_multipleOf,1,0.000201613,0,0.5,0
has_exclusiveMinimum__AND__has_maxProperties,has_exclusiveMinimum,has_maxProperties,1,0.000201613,0,0,1
has_exclusiveMinimum__AND__has_minLength,has_exclusiveMinimum,has_minLength,1,0.000201613,0,0.625,0
has_exclusiveMinimum__AND__has_minProperties,has_exclusiveMinimum,has_minProperties,1,0.000201613,0,0,1
has_exclusiveMinimum__AND__has_not,has_exclusiveMinimum,has_not,1,0.000201613,0,1,0
has_exclusiveMinimum__AND__has_propertyNames,has_exclusiveMinimum,has_propertyNames,1,0.000201613,0,0,0.5
has_if_then_else__AND__has_maxLength,has_if_then_else,has_maxLength,1,0.000201613,0,0,1
has_if_then_else__AND__has_maxProperties,has_if_then_else,has_maxProperties,1,0.000201613,0,0,1
has_if_then_else__AND__has_minProperties,has_if_then_else,has_minProperties,1,0.000201613,0,0,1
has_maxProperties__AND__has_not,has_maxProperties,has_not,1,0.000201613,0,0.714286,0
has_maxProperties__AND__has_propertyNames,has_maxProperties,has_propertyNames,1,0.000201613,0,0,1
has_maximum__AND__has_propertyNames,has_maximum,has_propertyNames,1,0.000201613,0,0.666667,0
has_multipleOf__AND__has_not,has_multipleOf,has_not,1,0.000201613,0,1,0
has_multipleOf__AND__has_propertyNames,has_multipleOf,has_propertyNames,1,0.000201613,0,0.666667,0
