context_family,context_feature,context_value,support_invalid_tests,support_schemas,under_count,under_rate_invalid_only,baseline_under_rate_invalid_only,under_lift_invalid_only,low_support
combinators,anyOf_satisfied_branch_count_bucket,6+,6,1,0,0,0,0,true
combinators,branches_conflicting_types,false,15208,4653,0,0,0,0,false
combinators,branches_have_enum,false,14522,4470,0,0,0,0,false
combinators,branches_have_enum,true,686,183,0,0,0,0,false
combinators,branches_have_not,false,15079,4626,0,0,0,0,false
combinators,branches_have_not,true,129,27,0,0,0,0,false
combinators,branches_have_properties,false,13915,4317,0,0,0,0,false
combinators,branches_have_properties,true,1293,336,0,0,0,0,false
combinators,branches_have_required,false,13984,4346,0,0,0,0,false
combinators,branches_have_required,true,1224,307,0,0,0,0,false
combinators,branches_overlapping_properties,false,14722,4535,0,0,0,0,false
combinators,branches_overlapping_properties,true,486,118,0,0,0,0,false
combinators,combinator_branch_count_bucket,0,11908,3822,0,0,0,0,false
combinators,combinator_branch_count_bucket,1,192,43,0,0,0,0,false
combinators,combinator_branch_count_bucket,2,1741,477,0,0,0,0,false
combinators,combinator_branch_count_bucket,3,514,136,0,0,0,0,false
combinators,combinator_branch_count_bucket,4-5,545,92,0,0,0,0,false
combinators,combinator_branch_count_bucket,6+,308,83,0,0,0,0,false
combinators,combinator_type,absent,11908,3822,0,0,0,0,false
combinators,combinator_type,allOf,188,45,0,0,0,0,false
combinators,combinator_type,anyOf,1357,275,0,0,0,0,false
combinators,combinator_type,mixed,695,161,0,0,0,0,false
combinators,combinator_type,oneOf,1060,350,0,0,0,0,false
combinators,oneOf_satisfied_branch_count,0,14567,4498,0,0,0,0,false
combinators,oneOf_satisfied_branch_count,1,594,226,0,0,0,0,false
combinators,oneOf_satisfied_branch_count,2,47,36,0,0,0,0,false
combinators,oneOf_satisfied_branch_count_bucket,0,14567,4498,0,0,0,0,false
combinators,oneOf_satisfied_branch_count_bucket,1,594,226,0,0,0,0,false
combinators,oneOf_satisfied_branch_count_bucket,2,47,36,0,0,0,0,false
not,instance_satisfies_not_subschema,false,67,19,0,0,0,0,false
not,instance_satisfies_not_subschema,true,46,22,0,0,0,0,false
not,instance_satisfies_not_subschema,unknown,15095,4625,0,0,0,0,false
not,not_contains_const,false,15191,4651,0,0,0,0,false
not,not_contains_const,true,17,2,0,0,0,0,true
not,not_contains_enum,false,15175,4643,0,0,0,0,false
not,not_contains_enum,true,33,10,0,0,0,0,false
not,not_contains_pattern,false,15185,4649,0,0,0,0,false
not,not_contains_pattern,true,23,4,0,0,0,0,true
not,not_contains_properties,false,15188,4649,0,0,0,0,false
not,not_contains_properties,true,20,4,0,0,0,0,true
not,not_contains_required,false,15082,4628,0,0,0,0,false
not,not_contains_required,true,126,25,0,0,0,0,false
not,not_parent_keyword,$defs,14,4,0,0,0,0,true
not,not_parent_keyword,absent,14967,4599,0,0,0,0,false
not,not_parent_keyword,additionalProperties,2,1,0,0,0,0,true
not,not_parent_keyword,allOf,13,4,0,0,0,0,true
not,not_parent_keyword,anyOf,26,5,0,0,0,0,true
not,not_parent_keyword,if,9,1,0,0,0,0,true
not,not_parent_keyword,items,2,1,0,0,0,0,true
not,not_parent_keyword,mixed,23,3,0,0,0,0,true
not,not_parent_keyword,oneOf,20,5,0,0,0,0,true
not,not_parent_keyword,other,7,1,0,0,0,0,true
not,not_parent_keyword,patternProperties,3,1,0,0,0,0,true
not,not_parent_keyword,properties,68,18,0,0,0,0,false
not,not_parent_keyword,root,49,9,0,0,0,0,true
not,not_parent_keyword,then,5,1,0,0,0,0,true
not,not_target_type,absent,15168,4641,0,0,0,0,false
not,not_target_type,array,2,1,0,0,0,0,true
not,not_target_type,mixed,20,4,0,0,0,0,true
not,not_target_type,number,7,2,0,0,0,0,true
not,not_target_type,object,8,4,0,0,0,0,true
not,not_target_type,string,3,1,0,0,0,0,true
numeric,numeric_boundary_case,above_max,362,185,0,0,0,0,false
numeric,numeric_boundary_case,below_min,1269,497,0,0,0,0,false
numeric,numeric_boundary_case,equal_max,21,12,0,0,0,0,false
numeric,numeric_boundary_case,equal_min,292,110,0,0,0,0,false
numeric,numeric_boundary_case,inside_range,652,238,0,0,0,0,false
numeric,numeric_boundary_case,multiple_ok,35,15,0,0,0,0,false
numeric,numeric_boundary_case,multiple_violation,37,26,0,0,0,0,false
numeric,numeric_boundary_case,not_applicable,12540,4114,0,0,0,0,false
numeric,numeric_has_default,false,14244,4428,0,0,0,0,false
numeric,numeric_has_default,true,964,225,0,0,0,0,false
numeric,numeric_has_min_and_max,false,13549,4312,0,0,0,0,false
numeric,numeric_has_min_and_max,true,1659,341,0,0,0,0,false
numeric,numeric_is_in_properties,false,11900,3926,0,0,0,0,false
numeric,numeric_is_in_properties,true,3308,727,0,0,0,0,false
numeric,numeric_parent_keyword,$defs,98,21,0,0,0,0,false
numeric,numeric_parent_keyword,absent,11658,3873,0,0,0,0,false
numeric,numeric_parent_keyword,additionalProperties,9,1,0,0,0,0,true
numeric,numeric_parent_keyword,allOf,5,1,0,0,0,0,true
numeric,numeric_parent_keyword,anyOf,29,4,0,0,0,0,true
numeric,numeric_parent_keyword,items,49,11,0,0,0,0,false
numeric,numeric_parent_keyword,mixed,443,75,0,0,0,0,false
numeric,numeric_parent_keyword,oneOf,6,3,0,0,0,0,true
numeric,numeric_parent_keyword,other,7,2,0,0,0,0,true
numeric,numeric_parent_keyword,patternProperties,8,2,0,0,0,0,true
numeric,numeric_parent_keyword,properties,2871,653,0,0,0,0,false
numeric,numeric_parent_keyword,root,25,7,0,0,0,0,true
numeric,numeric_property_required,false,13382,4243,0,0,0,0,false
numeric,numeric_property_required,true,1826,410,0,0,0,0,false
numeric,numeric_target_type,absent,11669,3875,0,0,0,0,false
numeric,numeric_target_type,integer,1769,385,0,0,0,0,false
numeric,numeric_target_type,mixed,735,154,0,0,0,0,false
numeric,numeric_target_type,number,1035,239,0,0,0,0,false
patternProperties,additionalProperties_value,absent,14475,4456,0,0,0,0,false
patternProperties,additionalProperties_value,false,682,186,0,0,0,0,false
patternProperties,additionalProperties_value,mixed,13,2,0,0,0,0,true
patternProperties,additionalProperties_value,schema,14,3,0,0,0,0,true
patternProperties,additionalProperties_value,true,24,6,0,0,0,0,true
patternProperties,instance_has_unmatched_keys,false,11788,4039,0,0,0,0,false
patternProperties,instance_has_unmatched_keys,true,3420,1853,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,0,14478,4442,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,1,126,60,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,2,192,82,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,3,150,70,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,4-5,126,60,0,0,0,0,false
patternProperties,instance_matching_pattern_keys_count_bucket,6+,136,52,0,0,0,0,false
patternProperties,patternProperties_has_additionalProperties,false,14475,4456,0,0,0,0,false
patternProperties,patternProperties_has_additionalProperties,true,733,197,0,0,0,0,false
patternProperties,patternProperties_regex_has_alternation,false,15106,4621,0,0,0,0,false
patternProperties,patternProperties_regex_has_alternation,true,102,32,0,0,0,0,false
patternProperties,patternProperties_regex_has_anchor,false,14378,4423,0,0,0,0,false
patternProperties,patternProperties_regex_has_anchor,true,830,230,0,0,0,0,false
patternProperties,patternProperties_regex_has_charclass,false,14531,4464,0,0,0,0,false
patternProperties,patternProperties_regex_has_charclass,true,677,189,0,0,0,0,false
patternProperties,patternProperties_regex_has_dotstar,false,14981,4586,0,0,0,0,false
patternProperties,patternProperties_regex_has_dotstar,true,227,67,0,0,0,0,false
patternProperties,patternProperties_with_properties,false,14954,4582,0,0,0,0,false
patternProperties,patternProperties_with_properties,true,254,71,0,0,0,0,false
