context_feature,context_value,support_schemas,support_tests,under_rate,over_rate,baseline_under_rate,baseline_over_rate,under_lift,over_lift,low_support
numeric_boundary_case,above_max,158,310,0.312903,0,0.0995023,0.067656,3.14468,0,false
numeric_boundary_case,below_min,461,1212,0.346535,0,0.0995023,0.067656,3.48268,0,false
numeric_boundary_case,equal_max,16,36,0.111111,0.194444,0.0995023,0.067656,1.11667,2.87402,false
numeric_boundary_case,equal_min,198,534,0.110487,0.0861423,0.0995023,0.067656,1.1104,1.27324,false
numeric_boundary_case,inside_range,385,1121,0.0954505,0.0811775,0.0995023,0.067656,0.95928,1.19986,false
numeric_boundary_case,multiple_ok,27,78,0.115385,0.0384615,0.0995023,0.067656,1.15962,0.568487,false
numeric_boundary_case,multiple_violation,25,36,0.75,0,0.0995023,0.067656,7.53752,0,false
numeric_boundary_case,not_applicable,4276,18371,0.0781667,0.0719068,0.0995023,0.067656,0.785577,1.06283,false
numeric_has_default,false,4558,20460,0.0871457,0.0685239,0.0995023,0.067656,0.875816,1.01283,false
numeric_has_default,true,214,1238,0.303716,0.0533118,0.0995023,0.067656,3.05235,0.787983,false
numeric_has_min_and_max,false,4469,19832,0.0912162,0.0662061,0.0995023,0.067656,0.916725,0.97857,false
numeric_has_min_and_max,true,303,1866,0.187567,0.0830654,0.0995023,0.067656,1.88505,1.22776,false
numeric_is_in_properties,false,4084,17578,0.074525,0.069348,0.0995023,0.067656,0.748978,1.02501,false
numeric_is_in_properties,true,688,4120,0.206068,0.0604369,0.0995023,0.067656,2.07099,0.893297,false
numeric_parent_keyword,$defs,22,134,0.11194,0.0671642,0.0995023,0.067656,1.125,0.99273,false
numeric_parent_keyword,absent,4030,17260,0.074102,0.0692932,0.0995023,0.067656,0.744727,1.0242,false
numeric_parent_keyword,additionalProperties,1,11,0,0.181818,0.0995023,0.067656,0,2.68739,true
numeric_parent_keyword,allOf,1,6,0.833333,0,0.0995023,0.067656,8.37502,0,true
numeric_parent_keyword,anyOf,4,35,0,0,0.0995023,0.067656,0,0,true
numeric_parent_keyword,items,10,59,0.0677966,0.135593,0.0995023,0.067656,0.681358,2.00416,false
numeric_parent_keyword,mixed,75,564,0.179078,0.0780142,0.0995023,0.067656,1.79974,1.1531,false
numeric_parent_keyword,oneOf,3,11,0.0909091,0.181818,0.0995023,0.067656,0.913638,2.68739,true
numeric_parent_keyword,other,3,12,0.333333,0,0.0995023,0.067656,3.35001,0,true
numeric_parent_keyword,patternProperties,2,10,0,0.2,0.0995023,0.067656,0,2.95613,true
numeric_parent_keyword,properties,614,3564,0.210438,0.0575196,0.0995023,0.067656,2.1149,0.850178,false
numeric_parent_keyword,root,7,32,0,0,0.0995023,0.067656,0,0,true
numeric_property_required,false,4366,19302,0.0838773,0.0710289,0.0995023,0.067656,0.842969,1.04985,false
numeric_property_required,true,406,2396,0.225376,0.0404841,0.0995023,0.067656,2.26503,0.598382,false
numeric_target_type,absent,4032,17273,0.0745093,0.069241,0.0995023,0.067656,0.748821,1.02343,false
numeric_target_type,integer,357,2135,0.0894614,0.0744731,0.0995023,0.067656,0.899089,1.10076,false
numeric_target_type,mixed,154,976,0.221311,0.045082,0.0995023,0.067656,2.22419,0.666341,false
numeric_target_type,number,229,1314,0.353881,0.0525114,0.0995023,0.067656,3.55652,0.776153,false
