schema_id,dataset_id,schema_path,test_id,test_index,expected_validity,framework_id,framework,actual_result,accepted,result_available,schema_file_bytes,schema_json_chars,instance_json_chars,engine_tokenizer_load_us,engine_init_us,schema_load_us,compile_grammar_us,test_json_dumps_us,tokenize_us,reset_matcher_us,validation_loop_us,compute_mask_us,commit_token_us,max_compute_mask_us,max_commit_token_us,num_tokens,tokens_checked,first_rejected_token_index,error_message
Github_hard---o10421.json,Github_hard,maskbench/data/Github_hard---o10421.json,Github_hard---o10421.json::test_00000,0,valid,xgr,XGrammar,passed,True,True,25459,9255,1636,1480375,832558,2883,8589232,54,2054,22,35557,33672,847,232,16,516,516,,
Github_hard---o10421.json,Github_hard,maskbench/data/Github_hard---o10421.json,Github_hard---o10421.json::test_00001,1,valid,xgr,XGrammar,passed,True,True,25459,9255,3113,1480375,832558,2883,8589232,68,2392,20,61816,58620,1373,260,16,979,979,,
Github_hard---o10495.json,Github_hard,maskbench/data/Github_hard---o10495.json,Github_hard---o10495.json::test_00000,0,valid,xgr,XGrammar,failed,False,True,11823,6256,564,1360622,829465,867,5047311,36,1446,24,555,493,28,123,8,222,13,12,
Github_hard---o10495.json,Github_hard,maskbench/data/Github_hard---o10495.json,Github_hard---o10495.json::test_00001,1,valid,xgr,XGrammar,failed,False,True,11823,6256,524,1360622,829465,867,5047311,37,640,23,1885,1735,55,316,6,215,49,48,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00000,0,valid,xgr,XGrammar,passed,True,True,27282,7178,54,1340114,847834,811,15239923,18,888,27,654,577,33,65,15,17,17,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00001,1,invalid,xgr,XGrammar,passed,False,True,27282,7178,124,1340114,847834,811,15239923,20,285,25,447,346,40,80,10,39,20,19,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00002,2,invalid,xgr,XGrammar,passed,False,True,27282,7178,141,1340114,847834,811,15239923,20,291,23,977,888,39,84,10,44,16,15,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00003,3,invalid,xgr,XGrammar,passed,False,True,27282,7178,1199,1340114,847834,811,15239923,55,1394,22,136,93,19,32,10,350,7,6,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00004,4,invalid,xgr,XGrammar,passed,False,True,27282,7178,85,1340114,847834,811,15239923,19,227,21,614,548,29,91,10,23,16,15,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00005,5,invalid,xgr,XGrammar,passed,False,True,27282,7178,74,1340114,847834,811,15239923,16,175,20,112,79,16,34,11,25,7,6,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00006,6,invalid,xgr,XGrammar,passed,False,True,27282,7178,113,1340114,847834,811,15239923,18,202,23,588,532,22,72,8,37,16,15,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00007,7,invalid,xgr,XGrammar,passed,False,True,27282,7178,124,1340114,847834,811,15239923,18,209,19,437,339,40,79,13,39,20,19,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00008,8,invalid,xgr,XGrammar,passed,False,True,27282,7178,1731,1340114,847834,811,15239923,60,1386,21,137,94,20,30,11,496,7,6,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00009,9,invalid,xgr,XGrammar,passed,False,True,27282,7178,1276,1340114,847834,811,15239923,50,1253,22,113,80,18,40,15,331,5,4,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00010,10,invalid,xgr,XGrammar,passed,False,True,27282,7178,125,1340114,847834,811,15239923,19,220,20,1288,1173,56,114,13,41,16,15,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00011,11,invalid,xgr,XGrammar,passed,False,True,27282,7178,65,1340114,847834,811,15239923,22,221,22,543,490,22,47,9,22,16,15,
Github_hard---o1051.json,Github_hard,maskbench/data/Github_hard---o1051.json,Github_hard---o1051.json::test_00000,0,valid,xgr,XGrammar,timeout,,False,13374,3546,,1416643,847977,760,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.064
Github_hard---o1051.json,Github_hard,maskbench/data/Github_hard---o1051.json,Github_hard---o1051.json::test_00001,1,valid,xgr,XGrammar,timeout,,False,13374,3546,,1416643,847977,760,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.064
Github_hard---o1051.json,Github_hard,maskbench/data/Github_hard---o1051.json,Github_hard---o1051.json::test_00002,2,invalid,xgr,XGrammar,timeout,,False,13374,3546,,1416643,847977,760,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.064
Github_hard---o1051.json,Github_hard,maskbench/data/Github_hard---o1051.json,Github_hard---o1051.json::test_00003,3,invalid,xgr,XGrammar,timeout,,False,13374,3546,,1416643,847977,760,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.064
Github_hard---o1051.json,Github_hard,maskbench/data/Github_hard---o1051.json,Github_hard---o1051.json::test_00004,4,invalid,xgr,XGrammar,timeout,,False,13374,3546,,1416643,847977,760,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.064
Github_hard---o10515.json,Github_hard,maskbench/data/Github_hard---o10515.json,Github_hard---o10515.json::test_00000,0,valid,xgr,XGrammar,passed,True,True,22842,9286,1550,1435665,810167,892,8595529,66,1959,21,14005147,13535542,463108,350827,28719,506,506,,
Github_hard---o10515.json,Github_hard,maskbench/data/Github_hard---o10515.json,Github_hard---o10515.json::test_00001,1,valid,xgr,XGrammar,passed,True,True,22842,9286,1757,1435665,810167,892,8595529,62,1412,24,39113,37185,907,228,16,551,551,,
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00000,0,valid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00001,1,valid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00002,2,invalid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00003,3,invalid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00004,4,invalid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o1052.json,Github_hard,maskbench/data/Github_hard---o1052.json,Github_hard---o1052.json::test_00005,5,invalid,xgr,XGrammar,timeout,,False,17619,4138,,1345138,795385,713,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=600.114
Github_hard---o10532.json,Github_hard,maskbench/data/Github_hard---o10532.json,Github_hard---o10532.json::test_00000,0,valid,xgr,XGrammar,timeout,,False,43357,3488,,1382048,790521,913,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=405.354
Github_hard---o10532.json,Github_hard,maskbench/data/Github_hard---o10532.json,Github_hard---o10532.json::test_00001,1,invalid,xgr,XGrammar,timeout,,False,43357,3488,,1382048,790521,913,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=405.354
Github_hard---o10532.json,Github_hard,maskbench/data/Github_hard---o10532.json,Github_hard---o10532.json::test_00002,2,invalid,xgr,XGrammar,timeout,,False,43357,3488,,1382048,790521,913,,,,,,,,,,,,,stage=compile_grammar; partial checkpoint before grammar compilation. supervisor_timeout_after_seconds=405.354
