schema_id,dataset_id,schema_path,test_id,test_index,expected_validity,framework_id,framework,actual_result,accepted,result_available,schema_file_bytes,schema_json_chars,instance_json_chars,engine_tokenizer_load_us,engine_init_us,schema_load_us,compile_grammar_us,test_json_dumps_us,tokenize_us,reset_matcher_us,validation_loop_us,compute_mask_us,commit_token_us,max_compute_mask_us,max_commit_token_us,num_tokens,tokens_checked,first_rejected_token_index,error_message,outlines_core_version,schema_serialize_us,regex_build_us,regex_built,regex_chars,regex_bytes,regex_hash,regex_expansion_ratio,regex_num_alternations_proxy,regex_num_groups_proxy,regex_num_repetitions_proxy,regex_max_group_depth_proxy,index_build_us,index_built,guide_init_us,guide_built,total_compile_us,final_status,last_stage,exception_type,exception_message
Github_hard---o10421.json,Github_hard,maskbench/data/Github_hard---o10421.json,Github_hard---o10421.json::test_00000,0,valid,llg,LLGuidance,compile_error,,True,25459,9255,,1183300,1009950,316,588,,,,,,,,,,,,ValueError('Unknown format: uri'),,,,,,,,,,,,,,,,,,,,,
Github_hard---o10421.json,Github_hard,maskbench/data/Github_hard---o10421.json,Github_hard---o10421.json::test_00001,1,valid,llg,LLGuidance,compile_error,,True,25459,9255,,1183300,1009950,316,588,,,,,,,,,,,,ValueError('Unknown format: uri'),,,,,,,,,,,,,,,,,,,,,
Github_hard---o10495.json,Github_hard,maskbench/data/Github_hard---o10495.json,Github_hard---o10495.json::test_00000,0,valid,llg,LLGuidance,failed,False,True,11823,6256,564,1175175,1015619,320,2452,28,1117,14,10040,9030,675,355,83,222,110,,OverflowError('Python integer 2147483648 out of bounds for int32'),,,,,,,,,,,,,,,,,,,,,
Github_hard---o10495.json,Github_hard,maskbench/data/Github_hard---o10495.json,Github_hard---o10495.json::test_00001,1,valid,llg,LLGuidance,failed,False,True,11823,6256,524,1175175,1015619,320,2452,23,394,11,11446,10290,711,109,40,215,189,,OverflowError('Python integer 2147483648 out of bounds for int32'),,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00000,0,valid,llg,LLGuidance,passed,True,True,27282,7178,54,1174015,1016030,411,3892,11,679,13,1929,1808,77,317,13,17,17,,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00001,1,invalid,llg,LLGuidance,passed,False,True,27282,7178,124,1174015,1016030,411,3892,13,152,14,2028,1906,65,525,6,39,20,19,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00002,2,invalid,llg,LLGuidance,passed,False,True,27282,7178,141,1174015,1016030,411,3892,12,146,7,922,850,40,78,6,44,16,15,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00003,3,invalid,llg,LLGuidance,passed,False,True,27282,7178,1199,1174015,1016030,411,3892,27,644,5,460,422,21,111,5,350,7,6,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00004,4,invalid,llg,LLGuidance,passed,False,True,27282,7178,85,1174015,1016030,411,3892,10,101,6,900,832,35,64,5,23,16,15,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00005,5,invalid,llg,LLGuidance,passed,False,True,27282,7178,74,1174015,1016030,411,3892,9,89,5,256,222,21,51,5,25,7,6,,,,,,,,,,,,,,,,,,,,,,
Github_hard---o10499.json,Github_hard,maskbench/data/Github_hard---o10499.json,Github_hard---o10499.json::test_00006,6,invalid,llg,LLGuidance,passed,False,True,27282,7178,113,1174015,1016030,411,3892,10,110,5,903,831,38,64,5,37,16,15,,,,,,,,,,,,,,,,,,,,,,
