feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,over_with_pair,over_without_pair,over_denominator_with,over_denominator_without,over_rate_with,over_rate_without,lift,delta,eligible_lift
has_items__AND__has_minProperties,has_items,has_minProperties,24,864,0.027027,21,411,40,1366,0.525,0.300878,1.74489,0.224122,true
has_minProperties__AND__has_properties,has_minProperties,has_properties,24,864,0.027027,21,411,40,1366,0.525,0.300878,1.74489,0.224122,true
has_minProperties__AND__has_required,has_minProperties,has_required,24,864,0.027027,21,411,40,1366,0.525,0.300878,1.74489,0.224122,true
has_minProperties__AND__has_type,has_minProperties,has_type,24,864,0.027027,21,411,40,1366,0.525,0.300878,1.74489,0.224122,true
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,57,831,0.0641892,46,386,90,1316,0.511111,0.293313,1.74254,0.217798,true
has_minLength__AND__has_pattern,has_minLength,has_pattern,79,809,0.088964,45,387,88,1318,0.511364,0.293627,1.74154,0.217737,true
has_ref__AND__has_required,has_ref,has_required,307,581,0.345721,212,220,502,904,0.422311,0.243363,1.73531,0.178948,true
has_additionalProperties__AND__has_minimum,has_additionalProperties,has_minimum,142,746,0.15991,98,334,204,1202,0.480392,0.27787,1.72884,0.202522,true
has_defs__AND__has_properties,has_defs,has_properties,362,526,0.407658,243,189,601,805,0.404326,0.234783,1.72213,0.169544,true
has_defs__AND__has_type,has_defs,has_type,362,526,0.407658,243,189,601,805,0.404326,0.234783,1.72213,0.169544,true
has_enum__AND__has_minimum,has_enum,has_minimum,156,732,0.175676,110,322,233,1173,0.472103,0.27451,1.7198,0.197593,true
has_defs__AND__has_not,has_defs,has_not,16,872,0.018018,12,420,23,1383,0.521739,0.303688,1.71801,0.218051,true
has_items__AND__has_not,has_items,has_not,16,872,0.018018,12,420,23,1383,0.521739,0.303688,1.71801,0.218051,true
has_not__AND__has_ref,has_not,has_ref,16,872,0.018018,12,420,23,1383,0.521739,0.303688,1.71801,0.218051,true
has_additionalProperties__AND__has_maximum,has_additionalProperties,has_maximum,94,794,0.105856,62,370,125,1281,0.496,0.288837,1.71723,0.207163,true
has_boolean_schema__AND__has_maximum,has_boolean_schema,has_maximum,94,794,0.105856,62,370,125,1281,0.496,0.288837,1.71723,0.207163,true
has_defs__AND__has_ref,has_defs,has_ref,341,547,0.384009,230,202,562,844,0.409253,0.239336,1.70995,0.169916,true
has_default__AND__has_maxLength,has_default,has_maxLength,31,857,0.0349099,20,412,39,1367,0.512821,0.30139,1.70152,0.211431,true
has_properties__AND__has_ref,has_properties,has_ref,345,543,0.388514,231,201,568,838,0.40669,0.239857,1.69555,0.166833,true
has_ref__AND__has_type,has_ref,has_type,345,543,0.388514,231,201,568,838,0.40669,0.239857,1.69555,0.166833,true
has_maxLength__AND__has_minLength,has_maxLength,has_minLength,70,818,0.0788288,31,401,62,1344,0.5,0.298363,1.67581,0.201637,true
has_default__AND__has_maximum,has_default,has_maximum,56,832,0.0630631,43,389,88,1318,0.488636,0.295144,1.65559,0.193492,true
has_maxLength__AND__has_pattern,has_maxLength,has_pattern,67,821,0.0754505,31,401,63,1343,0.492063,0.298585,1.64798,0.193478,true
has_maximum__AND__has_minimum,has_maximum,has_minimum,134,754,0.150901,88,344,190,1216,0.463158,0.282895,1.63721,0.180263,true
has_boolean_schema__AND__has_minimum,has_boolean_schema,has_minimum,135,753,0.152027,89,343,193,1213,0.46114,0.28277,1.6308,0.17837,true
has_maximum__AND__has_required,has_maximum,has_required,131,757,0.147523,85,347,184,1222,0.461957,0.283961,1.62683,0.177996,true
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,41,847,0.0461712,32,400,66,1340,0.484848,0.298507,1.62424,0.186341,true
has_enum__AND__has_maximum,has_enum,has_maximum,111,777,0.125,71,361,152,1254,0.467105,0.287879,1.62258,0.179226,true
has_minimum__AND__has_pattern,has_minimum,has_pattern,89,799,0.100225,54,378,114,1292,0.473684,0.29257,1.61905,0.181115,true
has_maximum__AND__has_properties,has_maximum,has_properties,135,753,0.152027,88,344,192,1214,0.458333,0.283361,1.61749,0.174973,true
has_maximum__AND__has_type,has_maximum,has_type,135,753,0.152027,88,344,192,1214,0.458333,0.283361,1.61749,0.174973,true
has_defs__AND__has_items,has_defs,has_items,336,552,0.378378,221,211,554,852,0.398917,0.247653,1.61079,0.151264,true
has_enum__AND__has_minProperties,has_enum,has_minProperties,20,868,0.0225225,16,416,33,1373,0.484848,0.302986,1.60023,0.181862,true
has_items__AND__has_ref,has_items,has_ref,322,566,0.362613,211,221,527,879,0.40038,0.251422,1.59246,0.148957,true
has_properties__AND__has_required,has_properties,has_required,749,139,0.843468,381,51,1159,247,0.328732,0.206478,1.59209,0.122254,true
has_required__AND__has_type,has_required,has_type,749,139,0.843468,381,51,1159,247,0.328732,0.206478,1.59209,0.122254,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,15,873,0.0168919,14,418,29,1377,0.482759,0.303558,1.59033,0.1792,true
has_not__AND__has_properties,has_not,has_properties,17,871,0.0191441,12,420,25,1381,0.48,0.304127,1.57829,0.175873,true
has_not__AND__has_required,has_not,has_required,17,871,0.0191441,12,420,25,1381,0.48,0.304127,1.57829,0.175873,true
has_not__AND__has_type,has_not,has_type,17,871,0.0191441,12,420,25,1381,0.48,0.304127,1.57829,0.175873,true
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,272,616,0.306306,181,251,444,962,0.407658,0.260915,1.56242,0.146743,true
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,266,622,0.29955,177,255,433,973,0.408776,0.262076,1.55976,0.1467,true
has_anyOf__AND__has_required,has_anyOf,has_required,171,717,0.192568,118,314,273,1133,0.432234,0.27714,1.55962,0.155094,true
has_default__AND__has_minItems,has_default,has_minItems,54,834,0.0608108,43,389,94,1312,0.457447,0.296494,1.54285,0.160953,true
has_items__AND__has_maximum,has_items,has_maximum,101,787,0.113739,62,370,138,1268,0.449275,0.291798,1.53968,0.157477,true
has_minLength__AND__has_required,has_minLength,has_required,134,754,0.150901,80,352,181,1225,0.441989,0.287347,1.53817,0.154642,true
has_anyOf__AND__has_properties,has_anyOf,has_properties,192,696,0.216216,130,302,309,1097,0.420712,0.275296,1.52822,0.145416,true
has_anyOf__AND__has_type,has_anyOf,has_type,192,696,0.216216,130,302,309,1097,0.420712,0.275296,1.52822,0.145416,true
has_anyOf__AND__has_enum,has_anyOf,has_enum,144,744,0.162162,96,336,222,1184,0.432432,0.283784,1.52381,0.148649,true
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,37,851,0.0416667,27,405,59,1347,0.457627,0.300668,1.52203,0.156959,true
has_allOf__AND__has_required,has_allOf,has_required,43,845,0.0484234,30,402,66,1340,0.454545,0.3,1.51515,0.154545,true
has_allOf__AND__has_items,has_allOf,has_items,51,837,0.0574324,36,396,80,1326,0.45,0.298643,1.50682,0.151357,true
has_enum__AND__has_minLength,has_enum,has_minLength,100,788,0.112613,55,377,125,1281,0.44,0.294301,1.49507,0.145699,true
has_anyOf__AND__has_items,has_anyOf,has_items,184,704,0.207207,122,310,295,1111,0.413559,0.279028,1.48214,0.134531,true
has_minLength__AND__has_properties,has_minLength,has_properties,140,748,0.157658,80,352,187,1219,0.427807,0.288761,1.48153,0.139046,true
has_minLength__AND__has_type,has_minLength,has_type,140,748,0.157658,80,352,187,1219,0.427807,0.288761,1.48153,0.139046,true
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,12,876,0.0135135,9,423,20,1386,0.45,0.305195,1.47447,0.144805,true
has_multipleOf__AND__has_required,has_multipleOf,has_required,12,876,0.0135135,9,423,20,1386,0.45,0.305195,1.47447,0.144805,true
has_multipleOf__AND__has_type,has_multipleOf,has_type,12,876,0.0135135,9,423,20,1386,0.45,0.305195,1.47447,0.144805,true
has_defs__AND__has_enum,has_defs,has_enum,237,651,0.266892,155,277,387,1019,0.400517,0.271835,1.47338,0.128682,true
has_items__AND__has_minimum,has_items,has_minimum,163,725,0.183559,101,331,242,1164,0.417355,0.284364,1.46768,0.132991,true
has_items__AND__has_minLength,has_items,has_minLength,125,763,0.140766,70,362,165,1241,0.424242,0.2917,1.45438,0.132542,true
has_minimum__AND__has_properties,has_minimum,has_properties,218,670,0.245495,132,300,328,1078,0.402439,0.278293,1.4461,0.124146,true
has_minimum__AND__has_type,has_minimum,has_type,218,670,0.245495,132,300,328,1078,0.402439,0.278293,1.4461,0.124146,true
has_enum__AND__has_ref,has_enum,has_ref,237,651,0.266892,153,279,387,1019,0.395349,0.273798,1.44394,0.121551,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,15,873,0.0168919,11,421,25,1381,0.44,0.304852,1.44333,0.135148,true
has_allOf__AND__has_defs,has_allOf,has_defs,53,835,0.0596847,36,396,84,1322,0.428571,0.299546,1.43074,0.129025,true
has_allOf__AND__has_properties,has_allOf,has_properties,53,835,0.0596847,36,396,84,1322,0.428571,0.299546,1.43074,0.129025,true
has_allOf__AND__has_ref,has_allOf,has_ref,53,835,0.0596847,36,396,84,1322,0.428571,0.299546,1.43074,0.129025,true
has_allOf__AND__has_type,has_allOf,has_type,53,835,0.0596847,36,396,84,1322,0.428571,0.299546,1.43074,0.129025,true
has_default__AND__has_oneOf,has_default,has_oneOf,45,843,0.0506757,32,400,75,1331,0.426667,0.300526,1.41973,0.126141,true
has_minimum__AND__has_required,has_minimum,has_required,207,681,0.233108,123,309,308,1098,0.399351,0.281421,1.41905,0.11793,true
has_oneOf__AND__has_pattern,has_oneOf,has_pattern,76,812,0.0855856,45,387,107,1299,0.420561,0.297921,1.41165,0.122639,true
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,155,733,0.17455,97,335,240,1166,0.404167,0.287307,1.40674,0.11686,true
has_default__AND__has_maxItems,has_default,has_maxItems,16,872,0.018018,9,423,21,1385,0.428571,0.305415,1.40324,0.123156,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,20,868,0.0225225,14,418,33,1373,0.424242,0.304443,1.3935,0.1198,true
has_pattern__AND__has_ref,has_pattern,has_ref,135,753,0.152027,81,351,200,1206,0.405,0.291045,1.39154,0.113955,true
has_defs__AND__has_pattern,has_defs,has_pattern,139,749,0.156532,84,348,208,1198,0.403846,0.290484,1.39025,0.113362,true
has_allOf__AND__has_default,has_allOf,has_default,22,866,0.0247748,16,416,38,1368,0.421053,0.304094,1.38462,0.116959,true
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,257,631,0.289414,159,273,418,988,0.380383,0.276316,1.37662,0.104067,true
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,250,638,0.281532,154,278,406,1000,0.37931,0.278,1.36443,0.10131,true
has_additionalProperties__AND__has_maxLength,has_additionalProperties,has_maxLength,77,811,0.0867117,33,399,83,1323,0.39759,0.301587,1.31833,0.0960031,true
has_maxLength__AND__has_maximum,has_maxLength,has_maximum,56,832,0.0630631,22,410,55,1351,0.4,0.303479,1.31805,0.0965211,true
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,863,0.0281532,16,416,40,1366,0.4,0.304539,1.31346,0.0954612,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,12,876,0.0135135,8,424,20,1386,0.4,0.305916,1.30755,0.0940837,true
has_items__AND__has_maxProperties,has_items,has_maxProperties,11,877,0.0123874,8,424,20,1386,0.4,0.305916,1.30755,0.0940837,true
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,11,877,0.0123874,8,424,20,1386,0.4,0.305916,1.30755,0.0940837,true
has_maxProperties__AND__has_required,has_maxProperties,has_required,11,877,0.0123874,8,424,20,1386,0.4,0.305916,1.30755,0.0940837,true
has_maxProperties__AND__has_type,has_maxProperties,has_type,11,877,0.0123874,8,424,20,1386,0.4,0.305916,1.30755,0.0940837,true
has_default__AND__has_minimum,has_default,has_minimum,104,784,0.117117,64,368,166,1240,0.385542,0.296774,1.29911,0.088768,true
has_allOf__AND__has_enum,has_allOf,has_enum,39,849,0.0439189,24,408,61,1345,0.393443,0.303346,1.29701,0.0900969,true
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,472,416,0.531532,238,194,688,718,0.34593,0.270195,1.2803,0.0757352,true
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,16,872,0.018018,9,423,23,1383,0.391304,0.305857,1.27937,0.0854475,true
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,149,739,0.167793,86,346,229,1177,0.375546,0.293968,1.27751,0.0815781,true
has_maxLength__AND__has_required,has_maxLength,has_required,92,796,0.103604,40,392,104,1302,0.384615,0.301075,1.27747,0.0835401,true
has_defs__AND__has_maxLength,has_defs,has_maxLength,37,851,0.0416667,22,410,57,1349,0.385965,0.303929,1.26992,0.0820361,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,19,869,0.0213964,12,420,31,1375,0.387097,0.305455,1.26728,0.0816422,true
has_defs__AND__has_minItems,has_defs,has_minItems,113,775,0.127252,68,364,181,1225,0.375691,0.297143,1.26434,0.0785478,true
has_maxLength__AND__has_properties,has_maxLength,has_properties,97,791,0.109234,40,392,105,1301,0.380952,0.301307,1.26433,0.0796457,true
has_maxLength__AND__has_type,has_maxLength,has_type,97,791,0.109234,40,392,105,1301,0.380952,0.301307,1.26433,0.0796457,true
has_allOf__AND__has_pattern,has_allOf,has_pattern,22,866,0.0247748,13,419,34,1372,0.382353,0.305394,1.252,0.0769594,true
has_maxItems__AND__has_oneOf,has_maxItems,has_oneOf,26,862,0.0292793,8,424,21,1385,0.380952,0.306137,1.24438,0.0748152,true
has_minItems__AND__has_minimum,has_minItems,has_minimum,68,820,0.0765766,42,390,112,1294,0.375,0.301391,1.24423,0.073609,true
has_default__AND__has_defs,has_default,has_defs,98,790,0.11036,64,368,173,1233,0.369942,0.298459,1.23951,0.0714832,true
has_boolean_schema__AND__has_maxLength,has_boolean_schema,has_maxLength,75,813,0.0844595,30,402,80,1326,0.375,0.303167,1.23694,0.0718326,true
has_maxLength__AND__has_ref,has_maxLength,has_ref,36,852,0.0405405,21,411,56,1350,0.375,0.304444,1.23175,0.0705556,true
has_items__AND__has_required,has_items,has_required,598,290,0.673423,300,132,914,492,0.328228,0.268293,1.22339,0.0599349,true
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,524,364,0.59009,260,172,778,628,0.33419,0.273885,1.22018,0.0603049,true
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,524,364,0.59009,260,172,778,628,0.33419,0.273885,1.22018,0.0603049,true
has_minItems__AND__has_minLength,has_minItems,has_minLength,66,822,0.0743243,38,394,103,1303,0.368932,0.302379,1.2201,0.0665529,true
has_default__AND__has_ref,has_default,has_ref,90,798,0.101351,58,374,160,1246,0.3625,0.300161,1.20769,0.0623395,true
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,55,833,0.0619369,32,400,88,1318,0.363636,0.30349,1.19818,0.0601462,true
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,487,401,0.548423,240,192,719,687,0.333797,0.279476,1.19437,0.054321,true
has_minItems__AND__has_ref,has_minItems,has_ref,110,778,0.123874,63,369,176,1230,0.357955,0.3,1.19318,0.0579545,true
has_items__AND__has_properties,has_items,has_properties,678,210,0.763514,337,95,1054,352,0.319734,0.269886,1.1847,0.049848,true
has_items__AND__has_type,has_items,has_type,678,210,0.763514,337,95,1054,352,0.319734,0.269886,1.1847,0.049848,true
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,457,431,0.51464,221,211,662,744,0.333837,0.283602,1.17713,0.0502347,true
has_enum__AND__has_required,has_enum,has_required,499,389,0.561937,246,186,744,662,0.330645,0.280967,1.17681,0.0496784,true
has_enum__AND__has_maxLength,has_enum,has_maxLength,84,804,0.0945946,32,400,90,1316,0.355556,0.303951,1.16978,0.0516042,true
has_items__AND__has_maxLength,has_items,has_maxLength,82,806,0.0923423,30,402,85,1321,0.352941,0.304315,1.15979,0.0486263,true
has_enum__AND__has_items,has_enum,has_items,447,441,0.503378,217,215,662,744,0.327795,0.288978,1.13432,0.0388161,true
has_maxLength__AND__has_minimum,has_maxLength,has_minimum,68,820,0.0765766,24,408,71,1335,0.338028,0.305618,1.10605,0.0324102,true
has_enum__AND__has_properties,has_enum,has_properties,576,312,0.648649,280,152,880,526,0.318182,0.288973,1.10108,0.0292084,true
has_enum__AND__has_type,has_enum,has_type,576,312,0.648649,280,152,880,526,0.318182,0.288973,1.10108,0.0292084,true
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,132,756,0.148649,65,367,195,1211,0.333333,0.303055,1.09991,0.030278,true
has_default__AND__has_minLength,has_default,has_minLength,45,843,0.0506757,23,409,69,1337,0.333333,0.305909,1.08965,0.0274246,true
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,373,515,0.420045,174,258,538,868,0.32342,0.297235,1.0881,0.0261851,true
has_items__AND__has_minItems,has_items,has_minItems,188,700,0.211712,94,338,289,1117,0.32526,0.302596,1.0749,0.0226633,true
has_minItems__AND__has_properties,has_minItems,has_properties,188,700,0.211712,94,338,289,1117,0.32526,0.302596,1.0749,0.0226633,true
has_minItems__AND__has_type,has_minItems,has_type,188,700,0.211712,94,338,289,1117,0.32526,0.302596,1.0749,0.0226633,true
has_maximum__AND__has_minItems,has_maximum,has_minItems,41,847,0.0461712,21,411,64,1342,0.328125,0.306259,1.0714,0.0218657,true
has_enum__AND__has_minItems,has_enum,has_minItems,133,755,0.149775,68,364,209,1197,0.325359,0.304094,1.06993,0.0212653,true
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,500,388,0.563063,232,200,736,670,0.315217,0.298507,1.05598,0.0167099,true
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,502,386,0.565315,232,200,739,667,0.313938,0.29985,1.04698,0.0140877,true
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,502,386,0.565315,232,200,739,667,0.313938,0.29985,1.04698,0.0140877,true
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,467,421,0.525901,214,218,684,722,0.312865,0.301939,1.03619,0.0109264,true
has_pattern__AND__has_required,has_pattern,has_required,318,570,0.358108,132,300,421,985,0.313539,0.304569,1.02945,0.00897066,true
has_minItems__AND__has_required,has_minItems,has_required,181,707,0.203829,86,346,276,1130,0.311594,0.306195,1.01763,0.00539951,true
has_maxItems__AND__has_pattern,has_maxItems,has_pattern,42,846,0.0472973,10,422,32,1374,0.3125,0.307132,1.01748,0.00536754,true
has_minItems__AND__has_pattern,has_minItems,has_pattern,88,800,0.0990991,34,398,110,1296,0.309091,0.307099,1.00649,0.00199214,true
has_boolean_schema__AND__has_minItems,has_boolean_schema,has_minItems,128,760,0.144144,58,374,188,1218,0.308511,0.307061,1.00472,0.00144988,true
has_pattern__AND__has_properties,has_pattern,has_properties,340,548,0.382883,138,294,452,954,0.30531,0.308176,0.990699,-0.00286637,true
has_pattern__AND__has_type,has_pattern,has_type,340,548,0.382883,138,294,452,954,0.30531,0.308176,0.990699,-0.00286637,true
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,362,526,0.407658,157,275,517,889,0.303675,0.309336,0.981699,-0.00566128,true
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,14,874,0.0157658,6,426,21,1385,0.285714,0.307581,0.928907,-0.0218669,true
has_enum__AND__has_maxItems,has_enum,has_maxItems,62,826,0.0698198,19,413,68,1338,0.279412,0.30867,0.905213,-0.0292579,true
has_default__AND__has_enum,has_default,has_enum,278,610,0.313063,119,313,426,980,0.279343,0.319388,0.874619,-0.040045,true
has_additionalProperties__AND__has_pattern,has_additionalProperties,has_pattern,269,619,0.302928,94,338,340,1066,0.276471,0.317073,0.871946,-0.0406026,true
has_items__AND__has_pattern,has_items,has_pattern,309,579,0.347973,112,320,403,1003,0.277916,0.319043,0.871092,-0.0411272,true
has_items__AND__has_maxItems,has_items,has_maxItems,69,819,0.0777027,21,411,78,1328,0.269231,0.309488,0.869923,-0.0402572,true
