feature_pair,feature_a,feature_b,schemas_with_pair,schemas_without_pair,support,timeout_with_pair,timeout_without_pair,timeout_denominator_with,timeout_denominator_without,timeout_rate_with,timeout_rate_without,lift,delta,eligible_lift
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,6,1817,0.00329128,0,88,6,1817,0,0.0484315,0,-0.0484315,true
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,6,1817,0.00329128,0,88,6,1817,0,0.0484315,0,-0.0484315,true
has_minLength__AND__has_not,has_minLength,has_not,6,1817,0.00329128,0,88,6,1817,0,0.0484315,0,-0.0484315,true
has_const__AND__has_default,has_const,has_default,7,1816,0.00383982,0,88,7,1816,0,0.0484581,0,-0.0484581,true
has_const__AND__has_minItems,has_const,has_minItems,7,1816,0.00383982,0,88,7,1816,0,0.0484581,0,-0.0484581,true
has_const__AND__has_oneOf,has_const,has_oneOf,7,1816,0.00383982,0,88,7,1816,0,0.0484581,0,-0.0484581,true
has_minProperties__AND__has_minimum,has_minProperties,has_minimum,7,1816,0.00383982,0,88,7,1816,0,0.0484581,0,-0.0484581,true
has_anyOf__AND__has_not,has_anyOf,has_not,8,1815,0.00438837,0,88,8,1815,0,0.0484848,0,-0.0484848,true
has_const__AND__has_pattern,has_const,has_pattern,8,1815,0.00438837,0,88,8,1815,0,0.0484848,0,-0.0484848,true
has_allOf__AND__has_minimum,has_allOf,has_minimum,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_const__AND__has_enum,has_const,has_enum,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_const__AND__has_ref,has_const,has_ref,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_exclusiveMinimum__AND__has_properties,has_exclusiveMinimum,has_properties,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_exclusiveMinimum__AND__has_required,has_exclusiveMinimum,has_required,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_exclusiveMinimum__AND__has_type,has_exclusiveMinimum,has_type,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_minItems__AND__has_not,has_minItems,has_not,9,1814,0.00493692,0,88,9,1814,0,0.0485116,0,-0.0485116,true
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,10,1813,0.00548546,0,88,10,1813,0,0.0485383,0,-0.0485383,true
has_enum__AND__has_minProperties,has_enum,has_minProperties,10,1813,0.00548546,0,88,10,1813,0,0.0485383,0,-0.0485383,true
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,10,1813,0.00548546,0,88,10,1813,0,0.0485383,0,-0.0485383,true
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,11,1812,0.00603401,0,88,11,1812,0,0.0485651,0,-0.0485651,true
has_const__AND__has_defs,has_const,has_defs,11,1812,0.00603401,0,88,11,1812,0,0.0485651,0,-0.0485651,true
has_const__AND__has_items,has_const,has_items,11,1812,0.00603401,0,88,11,1812,0,0.0485651,0,-0.0485651,true
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,11,1812,0.00603401,0,88,11,1812,0,0.0485651,0,-0.0485651,true
has_allOf__AND__has_not,has_allOf,has_not,12,1811,0.00658256,0,88,12,1811,0,0.0485919,0,-0.0485919,true
has_anyOf__AND__has_default,has_anyOf,has_default,12,1811,0.00658256,0,88,12,1811,0,0.0485919,0,-0.0485919,true
has_items__AND__has_not,has_items,has_not,12,1811,0.00658256,0,88,12,1811,0,0.0485919,0,-0.0485919,true
has_maxItems__AND__has_patternProperties,has_maxItems,has_patternProperties,12,1811,0.00658256,0,88,12,1811,0,0.0485919,0,-0.0485919,true
has_maximum__AND__has_patternProperties,has_maximum,has_patternProperties,13,1810,0.0071311,0,88,13,1810,0,0.0486188,0,-0.0486188,true
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,13,1810,0.0071311,0,88,13,1810,0,0.0486188,0,-0.0486188,true
has_not__AND__has_oneOf,has_not,has_oneOf,13,1810,0.0071311,0,88,13,1810,0,0.0486188,0,-0.0486188,true
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,14,1809,0.00767965,0,88,14,1809,0,0.0486457,0,-0.0486457,true
has_allOf__AND__has_minLength,has_allOf,has_minLength,15,1808,0.0082282,0,88,15,1808,0,0.0486726,0,-0.0486726,true
has_defs__AND__has_minProperties,has_defs,has_minProperties,15,1808,0.0082282,0,88,15,1808,0,0.0486726,0,-0.0486726,true
has_maximum__AND__has_oneOf,has_maximum,has_oneOf,15,1808,0.0082282,0,88,15,1808,0,0.0486726,0,-0.0486726,true
has_minProperties__AND__has_ref,has_minProperties,has_ref,15,1808,0.0082282,0,88,15,1808,0,0.0486726,0,-0.0486726,true
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_const__AND__has_required,has_const,has_required,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_default__AND__has_patternProperties,has_default,has_patternProperties,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_defs__AND__has_not,has_defs,has_not,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_not__AND__has_ref,has_not,has_ref,16,1807,0.00877674,0,88,16,1807,0,0.0486995,0,-0.0486995,true
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,17,1806,0.00932529,0,88,17,1806,0,0.0487265,0,-0.0487265,true
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,17,1806,0.00932529,0,88,17,1806,0,0.0487265,0,-0.0487265,true
has_items__AND__has_minProperties,has_items,has_minProperties,17,1806,0.00932529,0,88,17,1806,0,0.0487265,0,-0.0487265,true
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,18,1805,0.00987383,0,88,18,1805,0,0.0487535,0,-0.0487535,true
has_const__AND__has_properties,has_const,has_properties,19,1804,0.0104224,0,88,19,1804,0,0.0487805,0,-0.0487805,true
has_const__AND__has_type,has_const,has_type,19,1804,0.0104224,0,88,19,1804,0,0.0487805,0,-0.0487805,true
has_enum__AND__has_not,has_enum,has_not,19,1804,0.0104224,0,88,19,1804,0,0.0487805,0,-0.0487805,true
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,20,1803,0.0109709,0,88,20,1803,0,0.0488075,0,-0.0488075,true
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,20,1803,0.0109709,0,88,20,1803,0,0.0488075,0,-0.0488075,true
has_not__AND__has_properties,has_not,has_properties,20,1803,0.0109709,0,88,20,1803,0,0.0488075,0,-0.0488075,true
has_not__AND__has_required,has_not,has_required,20,1803,0.0109709,0,88,20,1803,0,0.0488075,0,-0.0488075,true
has_not__AND__has_type,has_not,has_type,20,1803,0.0109709,0,88,20,1803,0,0.0488075,0,-0.0488075,true
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,21,1802,0.0115195,0,88,21,1802,0,0.0488346,0,-0.0488346,true
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,22,1801,0.012068,0,88,22,1801,0,0.0488617,0,-0.0488617,true
has_minimum__AND__has_patternProperties,has_minimum,has_patternProperties,22,1801,0.012068,0,88,22,1801,0,0.0488617,0,-0.0488617,true
has_maxLength__AND__has_patternProperties,has_maxLength,has_patternProperties,23,1800,0.0126166,0,88,23,1800,0,0.0488889,0,-0.0488889,true
has_minProperties__AND__has_required,has_minProperties,has_required,24,1799,0.0131651,0,88,24,1799,0,0.0489161,0,-0.0489161,true
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,25,1798,0.0137137,0,88,25,1798,0,0.0489433,0,-0.0489433,true
has_minProperties__AND__has_properties,has_minProperties,has_properties,25,1798,0.0137137,0,88,25,1798,0,0.0489433,0,-0.0489433,true
has_defs__AND__has_maximum,has_defs,has_maximum,26,1797,0.0142622,0,88,26,1797,0,0.0489705,0,-0.0489705,true
has_maximum__AND__has_ref,has_maximum,has_ref,27,1796,0.0148108,0,88,27,1796,0,0.0489978,0,-0.0489978,true
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,28,1795,0.0153593,0,88,28,1795,0,0.0490251,0,-0.0490251,true
has_minProperties__AND__has_type,has_minProperties,has_type,29,1794,0.0159078,0,88,29,1794,0,0.0490524,0,-0.0490524,true
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,33,1790,0.018102,0,88,33,1790,0,0.049162,0,-0.049162,true
has_defs__AND__has_maxItems,has_defs,has_maxItems,35,1788,0.0191991,0,88,35,1788,0,0.049217,0,-0.049217,true
has_maxItems__AND__has_ref,has_maxItems,has_ref,36,1787,0.0197477,0,88,36,1787,0,0.0492445,0,-0.0492445,true
has_minLength__AND__has_patternProperties,has_minLength,has_patternProperties,39,1784,0.0213933,0,88,39,1784,0,0.0493274,0,-0.0493274,true
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,48,1775,0.0263302,0,88,48,1775,0,0.0495775,0,-0.0495775,true
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,49,1774,0.0268788,0,88,49,1774,0,0.0496054,0,-0.0496054,true
has_enum__AND__has_patternProperties,has_enum,has_patternProperties,54,1769,0.0296215,0,88,54,1769,0,0.0497456,0,-0.0497456,true
has_defs__AND__has_minimum,has_defs,has_minimum,61,1762,0.0334613,0,88,61,1762,0,0.0499432,0,-0.0499432,true
has_minimum__AND__has_ref,has_minimum,has_ref,62,1761,0.0340099,0,88,62,1761,0,0.0499716,0,-0.0499716,true
has_properties__AND__has_type,has_properties,has_type,1819,4,0.997806,88,0,1819,4,0.0483782,0,inf,0.0483782,false
has_maxItems__AND__has_multipleOf,has_maxItems,has_multipleOf,1,1822,0.000548546,1,87,1,1822,1,0.0477497,20.9425,0.95225,false
has_maximum__AND__has_multipleOf,has_maximum,has_multipleOf,1,1822,0.000548546,1,87,1,1822,1,0.0477497,20.9425,0.95225,false
has_minItems__AND__has_multipleOf,has_minItems,has_multipleOf,1,1822,0.000548546,1,87,1,1822,1,0.0477497,20.9425,0.95225,false
has_minLength__AND__has_multipleOf,has_minLength,has_multipleOf,1,1822,0.000548546,1,87,1,1822,1,0.0477497,20.9425,0.95225,false
has_multipleOf__AND__has_pattern,has_multipleOf,has_pattern,1,1822,0.000548546,1,87,1,1822,1,0.0477497,20.9425,0.95225,false
has_default__AND__has_maxItems,has_default,has_maxItems,4,1819,0.00219419,2,86,4,1819,0.5,0.0472787,10.5756,0.452721,false
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,2,1821,0.00109709,1,87,2,1821,0.5,0.0477759,10.4655,0.452224,false
has_maxLength__AND__has_maxProperties,has_maxLength,has_maxProperties,2,1821,0.00109709,1,87,2,1821,0.5,0.0477759,10.4655,0.452224,false
has_maxLength__AND__has_multipleOf,has_maxLength,has_multipleOf,2,1821,0.00109709,1,87,2,1821,0.5,0.0477759,10.4655,0.452224,false
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,2,1821,0.00109709,1,87,2,1821,0.5,0.0477759,10.4655,0.452224,false
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,2,1821,0.00109709,1,87,2,1821,0.5,0.0477759,10.4655,0.452224,false
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,4,1819,0.00219419,1,87,4,1819,0.25,0.0478285,5.22701,0.202172,false
has_items__AND__has_multipleOf,has_items,has_multipleOf,4,1819,0.00219419,1,87,4,1819,0.25,0.0478285,5.22701,0.202172,false
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,4,1819,0.00219419,1,87,4,1819,0.25,0.0478285,5.22701,0.202172,false
has_additionalProperties__AND__has_contains,has_additionalProperties,has_contains,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_allOf__AND__has_exclusiveMinimum,has_allOf,has_exclusiveMinimum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_allOf__AND__has_minProperties,has_allOf,has_minProperties,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_anyOf__AND__has_contains,has_anyOf,has_contains,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_anyOf__AND__has_exclusiveMinimum,has_anyOf,has_exclusiveMinimum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_boolean_schema__AND__has_propertyNames,has_boolean_schema,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_const__AND__has_contains,has_const,has_contains,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_const__AND__has_maximum,has_const,has_maximum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_const__AND__has_minLength,has_const,has_minLength,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_defs,has_contains,has_defs,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_enum,has_contains,has_enum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_if_then_else,has_contains,has_if_then_else,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_items,has_contains,has_items,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_minItems,has_contains,has_minItems,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_pattern,has_contains,has_pattern,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_patternProperties,has_contains,has_patternProperties,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_properties,has_contains,has_properties,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_propertyNames,has_contains,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_ref,has_contains,has_ref,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_required,has_contains,has_required,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_contains__AND__has_type,has_contains,has_type,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_content__AND__has_enum,has_content,has_enum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_content__AND__has_required,has_content,has_required,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_default__AND__has_if_then_else,has_default,has_if_then_else,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_default__AND__has_minProperties,has_default,has_minProperties,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_exclusiveMinimum__AND__has_maxLength,has_exclusiveMinimum,has_maxLength,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_exclusiveMinimum__AND__has_minLength,has_exclusiveMinimum,has_minLength,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_exclusiveMinimum__AND__has_not,has_exclusiveMinimum,has_not,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_exclusiveMinimum__AND__has_pattern,has_exclusiveMinimum,has_pattern,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_if_then_else__AND__has_not,has_if_then_else,has_not,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_if_then_else__AND__has_oneOf,has_if_then_else,has_oneOf,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_if_then_else__AND__has_propertyNames,has_if_then_else,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_maxProperties__AND__has_maximum,has_maxProperties,has_maximum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_maxProperties__AND__has_minLength,has_maxProperties,has_minLength,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_maxProperties__AND__has_minimum,has_maxProperties,has_minimum,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_minItems__AND__has_propertyNames,has_minItems,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_minProperties__AND__has_propertyNames,has_minProperties,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_not__AND__has_propertyNames,has_not,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_patternProperties__AND__has_propertyNames,has_patternProperties,has_propertyNames,1,1822,0.000548546,0,88,1,1822,0,0.0482986,0,-0.0482986,false
has_allOf__AND__has_const,has_allOf,has_const,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_anyOf__AND__has_propertyNames,has_anyOf,has_propertyNames,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_const__AND__has_maxLength,has_const,has_maxLength,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_const__AND__has_propertyNames,has_const,has_propertyNames,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_content__AND__has_default,has_content,has_default,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_content__AND__has_maxLength,has_content,has_maxLength,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_content__AND__has_oneOf,has_content,has_oneOf,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_content__AND__has_properties,has_content,has_properties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_content__AND__has_type,has_content,has_type,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_defs__AND__has_exclusiveMinimum,has_defs,has_exclusiveMinimum,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_defs__AND__has_propertyNames,has_defs,has_propertyNames,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_enum__AND__has_exclusiveMinimum,has_enum,has_exclusiveMinimum,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_exclusiveMinimum__AND__has_maxItems,has_exclusiveMinimum,has_maxItems,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_exclusiveMinimum__AND__has_maximum,has_exclusiveMinimum,has_maximum,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_exclusiveMinimum__AND__has_minimum,has_exclusiveMinimum,has_minimum,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_exclusiveMinimum__AND__has_ref,has_exclusiveMinimum,has_ref,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_if_then_else__AND__has_patternProperties,has_if_then_else,has_patternProperties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_if_then_else__AND__has_ref,has_if_then_else,has_ref,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_items__AND__has_propertyNames,has_items,has_propertyNames,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maxItems__AND__has_maxProperties,has_maxItems,has_maxProperties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maxItems__AND__has_minProperties,has_maxItems,has_minProperties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maxLength__AND__has_minProperties,has_maxLength,has_minProperties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maxLength__AND__has_not,has_maxLength,has_not,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maxProperties__AND__has_patternProperties,has_maxProperties,has_patternProperties,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_maximum__AND__has_not,has_maximum,has_not,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_minProperties__AND__has_not,has_minProperties,has_not,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_propertyNames__AND__has_ref,has_propertyNames,has_ref,2,1821,0.00109709,0,88,2,1821,0,0.0483251,0,-0.0483251,false
has_additionalProperties__AND__has_exclusiveMinimum,has_additionalProperties,has_exclusiveMinimum,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_additionalProperties__AND__has_propertyNames,has_additionalProperties,has_propertyNames,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_anyOf__AND__has_if_then_else,has_anyOf,has_if_then_else,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_boolean_schema__AND__has_exclusiveMinimum,has_boolean_schema,has_exclusiveMinimum,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_boolean_schema__AND__has_if_then_else,has_boolean_schema,has_if_then_else,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_const__AND__has_minProperties,has_const,has_minProperties,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_const__AND__has_minimum,has_const,has_minimum,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_const__AND__has_not,has_const,has_not,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_default__AND__has_maxProperties,has_default,has_maxProperties,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_enum__AND__has_if_then_else,has_enum,has_if_then_else,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_enum__AND__has_propertyNames,has_enum,has_propertyNames,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_exclusiveMinimum__AND__has_oneOf,has_exclusiveMinimum,has_oneOf,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_if_then_else__AND__has_items,has_if_then_else,has_items,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_if_then_else__AND__has_minItems,has_if_then_else,has_minItems,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_if_then_else__AND__has_pattern,has_if_then_else,has_pattern,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_maxItems__AND__has_not,has_maxItems,has_not,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_maxProperties__AND__has_minProperties,has_maxProperties,has_minProperties,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_maximum__AND__has_minProperties,has_maximum,has_minProperties,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_pattern__AND__has_propertyNames,has_pattern,has_propertyNames,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_properties__AND__has_propertyNames,has_properties,has_propertyNames,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_propertyNames__AND__has_required,has_propertyNames,has_required,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_propertyNames__AND__has_type,has_propertyNames,has_type,3,1820,0.00164564,0,88,3,1820,0,0.0483516,0,-0.0483516,false
has_additionalProperties__AND__has_if_then_else,has_additionalProperties,has_if_then_else,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_allOf__AND__has_maxItems,has_allOf,has_maxItems,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_allOf__AND__has_maxLength,has_allOf,has_maxLength,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_allOf__AND__has_maximum,has_allOf,has_maximum,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_const__AND__has_if_then_else,has_const,has_if_then_else,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_default__AND__has_not,has_default,has_not,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_defs__AND__has_if_then_else,has_defs,has_if_then_else,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_exclusiveMinimum__AND__has_minItems,has_exclusiveMinimum,has_minItems,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_if_then_else__AND__has_properties,has_if_then_else,has_properties,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_if_then_else__AND__has_required,has_if_then_else,has_required,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_if_then_else__AND__has_type,has_if_then_else,has_type,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_maxProperties__AND__has_minItems,has_maxProperties,has_minItems,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_not__AND__has_pattern,has_not,has_pattern,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
has_not__AND__has_patternProperties,has_not,has_patternProperties,4,1819,0.00219419,0,88,4,1819,0,0.0483782,0,-0.0483782,false
